Pseudomonas syringae pv. tomato str. DC3000 chromosome, complete genome - 1..6397126
5481 proteins
Location	Strand	Length	PID	Gene	Synonym	Code	COG	Product
2817858..2819156	+	432	28869743	-	PSPTO_2552	-	COG3522S	hypothetical protein
2819156..2820028	+	290	28869744	-	PSPTO_2553	-	COG3455S	hypothetical protein
2820042..2823548	+	1168	28869745	-	PSPTO_2554	-	COG3523S	hypothetical protein
2823826..2824659	+	277	28869746	phnC	PSPTO_2555	-	COG3638P	phosphonates ABC transporter ATP-binding protein
2824697..2825707	+	336	28869747	phnD	PSPTO_2556	-	COG3221P	phosphonates ABC transporter periplasmic phosphonates-binding protein
2825735..2826523	+	262	28869748	phnE	PSPTO_2557	-	COG3639P	phosphonates ABC transporter permease
2826562..2827281	+	239	28869749	phnF	PSPTO_2558	-	COG2188K	transcriptional regulator PhnF
2827296..2827760	+	154	28869750	phnG	PSPTO_2559	-	COG3624P	phosphonate metabolism protein PhnG
2827760..2828356	+	198	28869751	phnH	PSPTO_2560	-	COG3625P	PhnH protein
2828356..2829435	+	359	28869752	phnI	PSPTO_2561	-	COG3626P	phosphonate metabolism protein PhnI
2829432..2830319	+	295	28869753	phnJ	PSPTO_2562	-	COG3627P	phosphonate metabolism protein PhnJ
2830316..2831137	+	273	28869754	-	PSPTO_2563	-	COG4107P	phosphonate C-P lyase system protein PhnK
2831170..2831886	+	238	28869755	-	PSPTO_2564	-	COG4778P	phosphonate ABC transporter ATPase
2831880..2833025	+	381	28869756	-	PSPTO_2565	-	COG3454P	phosphonate metabolism protein PhnM
2833025..2833591	+	188	28869757	phnN	PSPTO_2566	-	COG3709P	ATP-binding protein PhnN
2833582..2834331	+	249	28869758	-	PSPTO_2567	-	COG1235R	phosphonate metabolism protein, PhnP
2834486..2836852	+	788	28869759	gcd-1	PSPTO_2568	-	COG4993G	glucose dehydrogenase
2836915..2838438	-	507	28869760	-	PSPTO_2569	-	COG0154J	amidase family protein
2838609..2839760	-	383	28869761	-	PSPTO_2570	-	COG0624E	peptidase, M20/M25/M40 family
2839757..2841184	-	475	28869762	-	PSPTO_2571	-	COG0624E	peptidase, M20/M25/M40 family
2841181..2842194	-	337	28869763	-	PSPTO_2572	-	COG1123R	peptide ABC transporter ATP-binding protein
2842191..2843192	-	333	28869764	-	PSPTO_2573	-	COG0444EP	peptide ABC transporter ATP-binding protein
2843209..2844117	-	302	28869765	-	PSPTO_2574	-	COG1173EP	peptide ABC transporter permease
2844126..2845043	-	305	28869766	-	PSPTO_2575	-	COG0601EP	peptide ABC transporter permease
2845146..2846666	-	506	28869767	-	PSPTO_2576	-	COG0747E	peptide ABC transporter periplasmic peptide-binding protein
2846878..2847771	+	297	28869768	-	PSPTO_2577	-	COG0583K	LysR family transcriptional regulator
2847956..2848861	+	301	28869769	-	PSPTO_2578	-	COG1469S	hypothetical protein
2848873..2849433	+	186	28869770	-	PSPTO_2579	-	COG0663R	carbonic anhydrase-like protein
2849485..2850651	+	388	28869771	-	PSPTO_2580	-	COG3503S	membrane protein
2850700..2851329	-	209	28869772	-	PSPTO_2581	-	COG1396K	DNA-binding protein
2853098..2854018	+	306	28869773	-	PSPTO_2583	-	COG0067E	glutamine amidotransferase, class-II protein
2854015..2854698	+	227	28869774	-	PSPTO_2584	-	COG0070E	hypothetical protein
2854714..2856054	+	446	28869775	-	PSPTO_2585	-	COG0069E	glutamate synthase family protein
2856588..2857913	+	441	28869776	amt-2	PSPTO_2586	-	COG0004P	ammonium transporter
2857952..2858074	+	40	28869777	-	PSPTO_2587	-	-	hypothetical protein
2858488..2859525	-	345	28869778	-	PSPTO_2588	-	COG2141C	luciferase family protein
2859734..2860069	-	111	28869779	-	PSPTO_2589	-	-	hypothetical protein
2860393..2861493	+	366	28869780	-	PSPTO_2590	-	COG2141C	luciferase family protein
2861816..2863402	+	528	28869781	-	PSPTO_2591	-	COG3706T	diguanylate cyclase
2863432..2866575	-	1047	28869782	saxG	PSPTO_2592	-	COG0841V	aliphatic isothiocyanate resistance protein SaxG; AcrB/AcrD/AcrF family
2866609..2867769	-	386	28869783	-	PSPTO_2593	-	COG0845M	multidrug resistance protein, AcrA/AcrE family
2867950..2868504	+	184	28869784	nfxB	PSPTO_2594	-	-	transcriptional regulator NfxB
2868541..2869950	-	469	28869785	pchA	PSPTO_2595	-	COG1169HQ	isochorismate synthase
2869947..2870267	-	106	28869786	pchB	PSPTO_2596	-	COG1605E	isochorismate pyruvate-lyase
2870283..2871851	-	522	28869787	irp5	PSPTO_2597	-	COG1021Q	yersiniabactin synthetase, salycilate ligase component
2871864..2872679	-	271	28869788	irp4	PSPTO_2598	-	COG3208Q	yersiniabactin synthetase, thioesterase component
2872651..2873733	-	360	28869789	irp3	PSPTO_2599	-	COG4693Q	yersiniabactin synthetase, thiazolinyl reductase component
2873730..2883251	-	3173	28869790	irp1	PSPTO_2600	-	COG3321Q	yersiniabactin polyketide/non-ribosomal peptide synthetase
2883238..2884464	-	408	28869791	-	PSPTO_2601	-	COG2814G	membrane protein
2884461..2890634	-	2057	28869792	-	PSPTO_2602	-	COG1020Q	yersiniabactin non-ribosomal peptide synthetase
2890695..2892440	-	581	28869793	-	PSPTO_2603	-	COG1132V	ABC transporter ATP-binding protein/permease
2892437..2894218	-	593	28869794	-	PSPTO_2604	-	COG1132V	ABC transporter ATP-binding protein/permease
2894373..2896430	-	685	28869795	-	PSPTO_2605	-	COG1629P	TonB-dependent siderophore receptor
2896523..2897461	+	312	28869796	-	PSPTO_2606	-	COG2207K	AraC family transcriptional regulator
2897458..2899956	-	832	28869797	-	PSPTO_2607	-	COG4771P	TonB-dependent siderophore receptor
2900350..2900955	+	201	28869798	-	PSPTO_2608	-	COG1999R	Sco1/SenC family protein
2900955..2901443	+	162	28869799	-	PSPTO_2609	-	COG2847S	hypothetical protein
2901682..2902140	-	152	28869800	-	PSPTO_2610	-	COG0622R	phosphoesterase
2902216..2902797	-	193	28869801	-	PSPTO_2611	-	COG0124J	tRNA synthetase class II family protein
2903125..2903628	-	167	28869802	-	PSPTO_2612	-	COG1670J	GNAT family acetyltransferase
2903711..2904286	-	191	28869803	-	PSPTO_2613	-	-	hypothetical protein
2904461..2905300	+	279	28869804	-	PSPTO_2614	-	COG2175Q	dioxygenase, TauD/TfdA family
2905681..2906178	-	165	28869805	-	PSPTO_2615	-	COG2203T	GAF domain-containing protein
2906392..2908293	+	633	28869806	-	PSPTO_2616	-	COG0840NT	methyl-accepting chemotaxis protein
2908370..2909275	-	301	28869807	-	PSPTO_2617	-	COG0583K	LysR family transcriptional regulator
2909379..2910581	+	400	28869808	argD-2	PSPTO_2618	-	COG4992E	acetylornithine aminotransferase
2910705..2911238	+	177	300781813	-	PSPTO_5640	-	-	hypothetical protein
2911293..2911733	-	146	28869810	-	PSPTO_2620	-	COG2905T	hypothetical protein
2911958..2914321	+	787	28869811	polB	PSPTO_2621	-	COG0417L	DNA polymerase II
2914318..2915163	-	281	28869812	-	PSPTO_2622	-	COG0846K	Sir2 family transcriptional regulator
2915330..2916172	+	280	28869813	-	PSPTO_2623	-	COG0384R	phenazine biosynthesis protein, PhzF family
2916314..2917153	-	279	28869814	-	PSPTO_2624	-	-	hypothetical protein
2918440..2919312	-	290	28869815	-	PSPTO_2626	-	COG0583K	LysR family transcriptional regulator
2919555..2920397	+	280	28869816	-	PSPTO_2627	-	COG0834ET	amino acid ABC transporter substrate-binding protein
2920441..2921175	+	244	28869817	-	PSPTO_2628	-	COG0765E	amino acid ABC transporter permease
2921165..2921953	+	262	28869818	-	PSPTO_2629	-	COG0765E	amino acid ABC transporter permease
2921940..2922776	+	278	28869819	-	PSPTO_2630	-	COG1126E	amino acid ABC transporter ATP-binding protein
2922804..2923397	+	197	28869820	-	PSPTO_2631	-	COG5553R	hypothetical protein
2923595..2926390	+	931	28869821	-	PSPTO_2632	-	COG0626E	rhodanese domain protein/cystathionine beta-lyase
2926602..2927351	+	249	28869822	-	PSPTO_2633	-	COG1121P	cation ABC transporter ATP-binding protein
2927348..2928217	+	289	28869823	-	PSPTO_2634	-	COG1108P	cation ABC transporter permease
2928229..2929125	+	298	28869824	-	PSPTO_2635	-	COG0803P	cation ABC transporter substrate-binding protein
2929175..2930323	-	382	28869825	galM	PSPTO_2636	-	COG2017G	aldose 1-epimerase
2930623..2931495	+	290	28869826	-	PSPTO_2637	-	COG3386G	senescence marker protein-30 family protein
2931657..2932670	+	337	28869827	abP	PSPTO_2638	-	COG1879G	L-arabinose ABC transporter periplasmic L-arabinose-binding protein
2932726..2934249	+	507	28869828	-	PSPTO_2639	-	COG1129G	L-arabinose transporter ATP-binding protein
2934266..2935255	+	329	28869829	araH	PSPTO_2640	-	COG1172G	L-arabinose transporter permease protein
2935266..2935373	+	35	28869830	-	PSPTO_2641	-	-	lipoprotein
2935352..2936602	-	416	28869831	-	PSPTO_2642	-	COG0642T	sensor histidine kinase
2936674..2937375	-	233	28869832	-	PSPTO_2643	-	COG0745TK	DNA-binding response regulator
2937426..2938205	-	259	28869833	-	PSPTO_2644	-	COG3713M	MltA-interacting protein
2938265..2939854	-	529	28869834	-	PSPTO_2645	-	COG0654HC	hypothetical protein
2940161..2940871	+	236	28869835	-	PSPTO_2646	-	COG1309K	TetR family transcriptional regulator
2940935..2941675	+	246	28869836	-	PSPTO_2647	-	-	hypothetical protein
2941675..2942142	+	155	28869837	-	PSPTO_2648	-	-	hypothetical protein
2942151..2943113	+	320	28869838	-	PSPTO_2649	-	COG2340S	hypothetical protein
2943186..2943347	+	53	28869839	-	PSPTO_2650	-	COG4705S	membrane protein
2943337..2943714	-	125	28869840	-	PSPTO_2651	-	COG2204T	response regulator
2943711..2946692	-	993	28869841	-	PSPTO_2652	-	COG4251T	bacteriophytochrome
2949573..2950250	+	225	28869842	-	PSPTO_2654	-	COG2080C	4Fe-4S binding protein
2950250..2951233	+	327	28869843	-	PSPTO_2655	-	COG1319C	oxidoreductase, molybdopterin-binding subunit
2951420..2953459	+	679	28869844	-	PSPTO_2656	-	COG1529C	aldehyde oxidase and xanthine dehydrogenase family protein
2953462..2954430	+	322	28869845	-	PSPTO_2657	-	COG1975O	xanthine dehydrogenase accessory factor XdhC
2954411..2955004	-	197	28869846	-	PSPTO_2658	-	COG2068R	hypothetical protein
2955177..2955761	+	194	28869847	-	PSPTO_2659	-	COG1853R	NAD(P)H-flavin oxidoreductase
2956044..2957435	-	463	28869848	-	PSPTO_2660	-	COG1012C	aldehyde dehydrogenase family protein
2957538..2958416	+	292	28869849	-	PSPTO_2661	-	COG0583K	LysR family transcriptional regulator
2958422..2959516	-	364	28869850	-	PSPTO_2662	-	COG0473CE	tartrate dehydrogenase
2959629..2960534	+	301	28869851	-	PSPTO_2663	-	COG0583K	LysR family transcriptional regulator
2960581..2961735	-	384	28869852	-	PSPTO_2664	-	COG3842E	spermidine/putrescine ABC transporter ATP-binding protein
2961732..2962547	-	271	28869853	-	PSPTO_2665	-	COG1177E	spermidine/putrescine ABC transporter permease
2962554..2963408	-	284	28869854	-	PSPTO_2666	-	COG1176E	spermidine/putrescine ABC transporter permease
2963495..2964520	-	341	28869855	-	PSPTO_2667	-	COG0687E	spermidine/putrescine ABC transporter periplasmic spermidine/putrescine-binding protein
2964810..2965919	-	369	28869856	ribBA-2	PSPTO_2668	-	COG0108H	bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II-like protein
2966014..2966304	+	96	28869857	-	PSPTO_2669	-	COG5470S	hypothetical protein
2966404..2966967	-	187	28869858	-	PSPTO_2670	-	COG1051F	mutT/nudix family protein
2966969..2967721	-	250	28869859	-	PSPTO_2671	-	COG1802K	GntR family transcriptional regulator
2967912..2968397	-	161	28869860	-	PSPTO_2672	-	COG1853R	NAD(P)H-flavin oxidoreductase
2968411..2969892	-	493	28869861	-	PSPTO_2673	-	COG1012C	aldehyde dehydrogenase family protein
2969889..2970737	-	282	28869862	-	PSPTO_2674	-	COG0596R	3-oxoadipate enol-lactone hydrolase family protein
2970772..2971362	-	196	28869863	-	PSPTO_2675	-	-	hypothetical protein
2971649..2972788	+	379	28869864	fdhA-2	PSPTO_2676	-	COG1063ER	glutathione-independent formaldehyde dehydrogenase
2972883..2973743	+	286	28869865	-	PSPTO_2677	-	COG1028IQR	short chain dehydrogenase/reductase family oxidoreductase
2973945..2974919	+	324	28869866	hopP1	PSPTO_2678	-	COG0741M	type III helper protein HopP1
2974894..2975016	+	40	28869867	-	PSPTO_2679	-	-	hypothetical protein
2975356..2976786	+	476	28869868	gabD-3	PSPTO_2680	-	COG1012C	succinate-semialdehyde dehydrogenase
2976862..2977797	-	311	28869869	pbpG	PSPTO_2681	-	COG1686M	penicillin-binding protein 7
2978065..2978625	+	186	300781814	-	PSPTO_5641	-	-	hypothetical protein
2978728..2978910	-	60	28869871	-	PSPTO_2683	-	-	hypothetical protein
2979083..2979439	-	118	28869872	-	PSPTO_2684	-	COG5178A	hypothetical protein
2979641..2980417	+	258	28869873	-	PSPTO_2685	-	COG0169E	shikimate 5-dehydrogenase
2980482..2981147	-	221	28869874	-	PSPTO_2686	-	COG3132S	hypothetical protein
2981249..2981812	+	187	28869875	-	PSPTO_2687	-	COG3812S	hypothetical protein
2982076..2983230	+	384	28869876	-	PSPTO_2688	-	COG2814G	major facilitator family transporter
2983227..2984129	-	300	28869877	-	PSPTO_2689	-	COG0583K	LysR family transcriptional regulator
2984262..2984504	+	80	28869878	-	PSPTO_2690	-	-	lipoprotein
2984539..2985300	+	253	28869879	-	PSPTO_2691	-	COG0861P	membrane protein, TerC family
2985402..2985581	-	59	28869880	-	PSPTO_2692	-	-	hypothetical protein
2985801..2986496	+	231	28869881	-	PSPTO_2693	-	-	hypothetical protein
2986568..2987851	-	427	28869882	-	PSPTO_2694	-	COG0665E	hypothetical protein
2988478..2989539	-	353	28869883	-	PSPTO_2695	-	COG0451MG	hypothetical protein
2989651..2990037	-	128	28869884	-	PSPTO_2696	-	COG1051F	mutT/nudix family protein
2990361..2991437	-	358	28869885	-	PSPTO_2697	-	COG1064R	oxidoreductase zinc-binding protein
2991704..2992018	+	104	28869886	-	PSPTO_2698	-	-	hypothetical protein
2992163..2994622	+	819	28869887	-	PSPTO_2699	-	COG5001T	GAF domain/GGDEF domain/EAL domain protein
2994802..2995356	+	184	28869888	-	PSPTO_2700	-	-	hypothetical protein
2995844..2996782	-	312	28869889	-	PSPTO_2701	-	COG0524G	fructokinase
2996807..2998288	-	493	28869890	xylB	PSPTO_2702	-	COG1070G	xylulokinase
2998299..2999780	-	493	28869891	uxuB	PSPTO_2703	-	COG0246G	D-mannonate oxidoreductase
3000944..3001777	-	277	28869892	-	PSPTO_2705	-	COG0395G	mannitol ABC transporter permease
3001788..3002720	-	310	28869893	-	PSPTO_2706	-	COG1175G	mannitol ABC transporter permease
3002808..3004130	-	440	28869894	-	PSPTO_2707	-	COG1653G	mannitol ABC transporter, periplasmic mannitol-binding protein
3004371..3005276	-	301	28869895	mltR	PSPTO_2708	-	COG2207K	transcriptional activator MltR
3005404..3006189	+	261	28869896	-	PSPTO_2709	-	COG2243H	precorrin 6A synthase
3006174..3007382	-	402	28869897	-	PSPTO_2710	-	COG0438M	hypothetical protein
3007489..3007848	-	119	28869898	-	PSPTO_2711	-	COG2204T	response regulator
3008195..3011707	+	1170	28869899	-	PSPTO_2712	-	COG0642T	sensor histidine kinase/response regulator
3011736..3012602	+	288	28869900	-	PSPTO_2713	-	COG1352NT	chemotaxis protein methyltransferase CheR
3012599..3013213	+	204	28869901	-	PSPTO_2714	-	COG2201NT	protein-glutamate methylesterase
3013207..3014388	+	393	28869902	-	PSPTO_2715	-	COG0642T	sensor histidine kinase/response regulator
3014480..3014857	+	125	28869903	-	PSPTO_2716	-	COG2204T	response regulator
3014885..3016915	-	676	28869904	-	PSPTO_2717	-	COG4191T	sensory box histidine kinase/response regulator
3016912..3018396	-	494	28869905	-	PSPTO_2718	-	COG0467T	hypothetical protein
3018617..3019429	+	270	28869906	-	PSPTO_2719	-	COG1024I	enoyl-CoA hydratase
3019482..3020318	+	278	28869907	-	PSPTO_2720	-	COG2816L	mutT/nudix family protein
3020286..3021065	-	259	28869908	-	PSPTO_2721	-	COG0730R	membrane protein
3021171..3022319	-	382	28869909	-	PSPTO_2722	-	COG0673R	oxidoreductase, Gfo/Idh/MocA family
3022420..3023187	-	255	28869910	-	PSPTO_2723	-	COG1028IQR	short chain dehydrogenase
3023215..3024282	-	355	28869911	-	PSPTO_2724	-	COG3173R	hypothetical protein
3024485..3024802	-	105	28869912	-	PSPTO_2725	-	COG3255I	SCP-2 sterol transfer family protein
3024858..3025568	-	236	28869913	-	PSPTO_2726	-	COG0406G	hypothetical protein
3025629..3025724	-	31	28869914	-	PSPTO_2727	-	-	hypothetical protein
3025774..3026796	+	340	28869915	-	PSPTO_2728	-	COG0616OU	peptidase, U7 family
3027056..3027550	-	164	28869916	-	PSPTO_2729	-	COG3749S	hypothetical protein
3027534..3029192	-	552	28869917	cysI	PSPTO_2730	-	COG0155P	sulfite reductase
3029769..3030842	+	357	28869918	-	PSPTO_2731	-	COG1879G	periplasmic sugar-binding domain protein
3030852..3034571	-	1239	28869919	metH	PSPTO_2732	-	COG1410E	5-methyltetrahydrofolate--homocysteine methyltransferase
3034729..3037041	+	770	28869920	cti	PSPTO_2733	-	-	esterified fatty acid cis/trans isomerase
3037217..3038239	+	340	28869921	-	PSPTO_2734	-	COG1835I	acetyltransferase family protein
3038310..3038903	+	197	28869922	yhgI	PSPTO_2735	-	COG0694O	yhgI protein
3039164..3041113	-	649	28869923	-	PSPTO_2736	-	COG4770I	biotin carboxylase
3041110..3041958	-	282	28869924	-	PSPTO_2737	-	COG1024I	gamma-carboxygeranoyl-CoA hydratase
3041973..3043580	-	535	28869925	-	PSPTO_2738	-	COG4799I	carboxyl transferase domain protein
3043594..3044937	-	447	28869926	-	PSPTO_2739	-	COG1960I	acyl-CoA dehydrogenase
3045260..3046282	+	340	28869927	-	PSPTO_2740	-	COG4584L	ISPsy4, transposase
3046279..3047088	+	269	28869928	-	PSPTO_2741	-	COG1484L	ISPsy4, transposition helper protein
3047462..3048361	-	299	28869929	mvaB	PSPTO_2742	-	COG0119E	hydroxymethylglutaryl-CoA lyase
3048392..3048784	-	130	28869930	-	PSPTO_2743	-	COG0789K	MerR family transcriptional regulator
3048952..3049881	-	309	28869931	-	PSPTO_2744	-	COG0583K	LysR family transcriptional regulator
3050066..3051295	+	409	28869932	-	PSPTO_2745	-	COG1960I	acyl-CoA dehydrogenase family protein
3051325..3052680	-	451	28869933	-	PSPTO_2746	-	COG0226P	OmpA family protein
3052800..3053612	-	270	28869934	xthA	PSPTO_2747	-	COG0708L	exodeoxyribonuclease III
3053803..3054474	+	223	28869935	-	PSPTO_2748	-	COG0456R	hypothetical protein
3054534..3056258	+	574	28869936	-	PSPTO_2749	-	COG0729M	hypothetical protein
3056255..3059944	+	1229	28869937	-	PSPTO_2750	-	COG2911S	hypothetical protein
3060050..3060967	+	305	28869938	-	PSPTO_2751	-	COG0583K	LysR family transcriptional regulator
3061058..3061558	+	166	28869939	tpx	PSPTO_2752	-	COG2077O	thiol peroxidase
3061677..3063011	+	444	28869940	-	PSPTO_2753	-	COG0845M	HlyD family secretion protein
3066116..3069223	+	1035	28869941	-	PSPTO_2755	-	COG0841V	AcrB/AcrD/AcrF family protein
3069220..3070692	+	490	28869942	-	PSPTO_2756	-	COG1538MU	outer membrane efflux protein
3070860..3072971	+	703	28869943	-	PSPTO_2757	-	COG5001T	GGDEF domain/EAL domain protein
3073084..3073830	+	248	28869944	-	PSPTO_2758	-	COG1028IQR	short-chain dehydrogenase/reductase family oxidoreductase
3073877..3074059	-	60	28869945	-	PSPTO_2759	-	-	hypothetical protein
3074330..3076348	+	672	28869946	-	PSPTO_2760	-	COG0366G	alpha-amylase family protein
3076368..3079694	+	1108	28869947	-	PSPTO_2761	-	COG0366G	alpha-amylase family protein
3079691..3081916	+	741	28869948	glgB	PSPTO_2762	-	COG0296G	1,4-alpha-glucan-branching protein
3081957..3084740	-	927	28869949	-	PSPTO_2763	-	COG3468MU	autotransporter
3084908..3086140	-	410	28869950	-	PSPTO_2764	-	COG2814G	major facilitator superfamily transporter
3086383..3087462	+	359	28869951	-	PSPTO_2765	-	COG2706G	hypothetical protein
3087525..3089090	-	521	28869952	-	PSPTO_2766	-	COG0488R	ABC transporter ATP-binding protein
3089486..3090349	-	287	28869953	-	PSPTO_2767	-	-	lipopolysaccharide core biosynthesis domain protein
3090795..3090971	-	58	28869954	-	PSPTO_2768	-	-	hypothetical protein
3091241..3091942	+	233	28869955	-	PSPTO_2769	-	-	lipoprotein
3091981..3092088	-	35	28869956	-	PSPTO_2770	-	-	hypothetical protein
3092048..3092578	+	176	28869957	-	PSPTO_2771	-	COG0456R	GNAT family acetyltransferase
3092691..3093116	+	141	28869958	-	PSPTO_2772	-	-	hypothetical protein
3093232..3093675	+	147	28869959	-	PSPTO_2773	-	-	hypothetical protein
3093688..3094083	+	131	28869960	-	PSPTO_2774	-	-	hypothetical protein
3094410..3095261	+	283	28869961	-	PSPTO_2775	-	COG0834ET	amino acid ABC transporter substrate-binding protein
3095325..3095987	+	220	28869962	-	PSPTO_2776	-	COG0765E	amino acid ABC transporter permease
3095997..3096659	+	220	28869963	-	PSPTO_2777	-	COG0765E	amino acid ABC transporter permease
3096656..3097447	+	263	28869964	-	PSPTO_2778	-	COG1126E	amino acid ABC transporter ATP-binding protein
3097484..3097870	+	128	28869965	-	PSPTO_2779	-	COG0251J	endoribonuclease L-PSP family protein
3098025..3098789	+	254	28869966	-	PSPTO_2780	-	COG1414K	IclR family transcriptional regulator
3098807..3100042	+	411	28869967	-	PSPTO_2781	-	COG3616E	hypothetical protein
3100071..3100994	+	307	28869968	kdgK	PSPTO_2782	-	COG0524G	2-dehydro-3-deoxygluconokinase
3101370..3103616	+	748	28869969	-	PSPTO_2783	-	COG0210L	UvrD/REP helicase family protein
3103627..3103893	-	88	28869970	-	PSPTO_2784	-	COG1211I	hypothetical protein
